yourlist:M202107026320BA52A5CE8FCD097CB85A53697A350ADA8BD	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Dynlrb1	Q9NP97	DLRB1_HUMAN	reviewed	Dynein light chain roadblock-type 1 (Bithoraxoid-like protein) (BLP) (Dynein light chain 2A, cytoplasmic) (Dynein-associated protein Km23) (Roadblock domain-containing protein 1)	DYNLRB1 BITH DNCL2A DNLC2A ROBLD1 HSPC162	Homo sapiens (Human)	96
Dtna	Q9Y4J8	DTNA_HUMAN	reviewed	Dystrobrevin alpha (DTN-A) (Alpha-dystrobrevin) (Dystrophin-related protein 3)	DTNA DRP3	Homo sapiens (Human)	743
Eef1a2	Q05639	EF1A2_HUMAN	reviewed	Elongation factor 1-alpha 2 (EF-1-alpha-2) (Eukaryotic elongation factor 1 A-2) (eEF1A-2) (Statin-S1)	EEF1A2 EEF1AL STN	Homo sapiens (Human)	463
Eif3d	O15371	EIF3D_HUMAN	reviewed	Eukaryotic translation initiation factor 3 subunit D (eIF3d) (Eukaryotic translation initiation factor 3 subunit 7) (eIF-3-zeta) (eIF3 p66)	EIF3D EIF3S7	Homo sapiens (Human)	548
Eif3e	P60228	EIF3E_HUMAN	reviewed	Eukaryotic translation initiation factor 3 subunit E (eIF3e) (Eukaryotic translation initiation factor 3 subunit 6) (Viral integration site protein INT-6 homolog) (eIF-3 p48)	EIF3E EIF3S6 INT6	Homo sapiens (Human)	445
Elavl3	Q14576	ELAV3_HUMAN	reviewed	ELAV-like protein 3 (Hu-antigen C) (HuC) (Paraneoplastic cerebellar degeneration-associated antigen) (Paraneoplastic limbic encephalitis antigen 21)	ELAVL3 HUC PLE21	Homo sapiens (Human)	367
Tceb2	Q15370	ELOB_HUMAN	reviewed	Elongin-B (EloB) (Elongin 18 kDa subunit) (RNA polymerase II transcription factor SIII subunit B) (SIII p18) (Transcription elongation factor B polypeptide 2)	ELOB TCEB2	Homo sapiens (Human)	118
Ethe1	O95571	ETHE1_HUMAN	reviewed	Persulfide dioxygenase ETHE1, mitochondrial (EC 1.13.11.18) (Ethylmalonic encephalopathy protein 1) (Hepatoma subtracted clone one protein) (Sulfur dioxygenase ETHE1)	ETHE1 HSCO	Homo sapiens (Human)	254
Exoc1	Q9NV70	EXOC1_HUMAN	reviewed	Exocyst complex component 1 (Exocyst complex component Sec3)	EXOC1 SEC3 SEC3L1 BM-012	Homo sapiens (Human)	894
Fam210b	Q96KR6	F210B_HUMAN	reviewed	Protein FAM210B, mitochondrial	FAM210B C20orf108 PSEC0265	Homo sapiens (Human)	192
Fasn	P49327	FAS_HUMAN	reviewed	Fatty acid synthase (EC 2.3.1.85) (Type I fatty acid synthase) [Includes: [Acyl-carrier-protein] S-acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] S-malonyltransferase (EC 2.3.1.39); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41); 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100); 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase (EC 1.3.1.39); Acyl-[acyl-carrier-protein] hydrolase (EC 3.1.2.14)]	FASN FAS	Homo sapiens (Human)	2511
Fbl	P22087	FBRL_HUMAN	reviewed	rRNA 2'-O-methyltransferase fibrillarin (EC 2.1.1.-) (34 kDa nucleolar scleroderma antigen) (Histone-glutamine methyltransferase) (U6 snRNA 2'-O-methyltransferase fibrillarin)	FBL FIB1 FLRN	Homo sapiens (Human)	321
Fxyd7	P58549	FXYD7_HUMAN	reviewed	FXYD domain-containing ion transport regulator 7	FXYD7	Homo sapiens (Human)	80
Arhgdib	P52566	GDIR2_HUMAN	reviewed	Rho GDP-dissociation inhibitor 2 (Rho GDI 2) (Ly-GDI) (Rho-GDI beta)	ARHGDIB GDIA2 GDID4 RAP1GN1	Homo sapiens (Human)	201
Gnas	O95467	GNAS3_HUMAN	reviewed	Neuroendocrine secretory protein 55 (NESP55) [Cleaved into: LHAL tetrapeptide; GPIPIRRH peptide]	GNAS GNAS1	Homo sapiens (Human)	245
Gnas	P63092	GNAS2_HUMAN	reviewed	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short (Adenylate cyclase-stimulating G alpha protein)	GNAS GNAS1 GSP	Homo sapiens (Human)	394
Gnas	P84996	ALEX_HUMAN	reviewed	Protein ALEX (Alternative gene product encoded by XL-exon)	GNAS GNAS1	Homo sapiens (Human)	626
Gnas	Q5JWF2	GNAS1_HUMAN	reviewed	Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas (Adenylate cyclase-stimulating G alpha protein) (Extra large alphas protein) (XLalphas)	GNAS GNAS1	Homo sapiens (Human)	1037
Grm5	P41594	GRM5_HUMAN	reviewed	Metabotropic glutamate receptor 5 (mGluR5)	GRM5 GPRC1E MGLUR5	Homo sapiens (Human)	1212
Gstk1	Q9Y2Q3	GSTK1_HUMAN	reviewed	Glutathione S-transferase kappa 1 (EC 2.5.1.18) (GST 13-13) (GST class-kappa) (GSTK1-1) (hGSTK1) (Glutathione S-transferase subunit 13)	GSTK1 HDCMD47P	Homo sapiens (Human)	226
Hsd17b10	Q99714	HCD2_HUMAN	reviewed	3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.35) (17-beta-estradiol 17-dehydrogenase) (EC 1.1.1.62) (2-methyl-3-hydroxybutyryl-CoA dehydrogenase) (MHBD) (3-alpha-(17-beta)-hydroxysteroid dehydrogenase (NAD(+))) (EC 1.1.1.239) (3-hydroxy-2-methylbutyryl-CoA dehydrogenase) (EC 1.1.1.178) (3-hydroxyacyl-CoA dehydrogenase type II) (3alpha(or 20beta)-hydroxysteroid dehydrogenase) (EC 1.1.1.53) (7-alpha-hydroxysteroid dehydrogenase) (EC 1.1.1.159) (Endoplasmic reticulum-associated amyloid beta-peptide-binding protein) (Mitochondrial ribonuclease P protein 2) (Mitochondrial RNase P protein 2) (Short chain dehydrogenase/reductase family 5C member 1) (Short-chain type dehydrogenase/reductase XH98G2) (Type II HADH)	HSD17B10 ERAB HADH2 MRPP2 SCHAD SDR5C1 XH98G2	Homo sapiens (Human)	261
Hadh	Q16836	HCDH_HUMAN	reviewed	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial (HCDH) (EC 1.1.1.35) (Medium and short-chain L-3-hydroxyacyl-coenzyme A dehydrogenase) (Short-chain 3-hydroxyacyl-CoA dehydrogenase)	HADH HAD HAD1 HADHSC SCHAD	Homo sapiens (Human)	314
Hdhd3	Q9BSH5	HDHD3_HUMAN	reviewed	Haloacid dehalogenase-like hydrolase domain-containing protein 3	HDHD3 C9orf158	Homo sapiens (Human)	251
Hgs	O14964	HGS_HUMAN	reviewed	Hepatocyte growth factor-regulated tyrosine kinase substrate (Hrs) (Protein pp110)	HGS HRS	Homo sapiens (Human)	777
Hmga1	P17096	HMGA1_HUMAN	reviewed	High mobility group protein HMG-I/HMG-Y (HMG-I(Y)) (High mobility group AT-hook protein 1) (High mobility group protein A1) (High mobility group protein R)	HMGA1 HMGIY	Homo sapiens (Human)	107
Hnrnph1	P31943	HNRH1_HUMAN	reviewed	Heterogeneous nuclear ribonucleoprotein H (hnRNP H) [Cleaved into: Heterogeneous nuclear ribonucleoprotein H, N-terminally processed]	HNRNPH1 HNRPH HNRPH1	Homo sapiens (Human)	449
Hnrnpul2	Q1KMD3	HNRL2_HUMAN	reviewed	Heterogeneous nuclear ribonucleoprotein U-like protein 2 (Scaffold-attachment factor A2) (SAF-A2)	HNRNPUL2 HNRPUL2	Homo sapiens (Human)	747
Hnrnpu	Q00839	HNRPU_HUMAN	reviewed	Heterogeneous nuclear ribonucleoprotein U (hnRNP U) (GRIP120) (Nuclear p120 ribonucleoprotein) (Scaffold-attachment factor A) (SAF-A) (p120) (pp120)	HNRNPU C1orf199 HNRPU SAFA U21.1	Homo sapiens (Human)	825
Hapln1	P10915	HPLN1_HUMAN	reviewed	Hyaluronan and proteoglycan link protein 1 (Cartilage-linking protein 1) (Cartilage-link protein) (Proteoglycan link protein)	HAPLN1 CRTL1	Homo sapiens (Human)	354
Hspa12b	Q96MM6	HS12B_HUMAN	reviewed	Heat shock 70 kDa protein 12B	HSPA12B C20orf60	Homo sapiens (Human)	686
Igbp1	P78318	IGBP1_HUMAN	reviewed	Immunoglobulin-binding protein 1 (B-cell signal transduction molecule alpha 4) (Protein alpha-4) (CD79a-binding protein 1) (Protein phosphatase 2/4/6 regulatory subunit) (Renal carcinoma antigen NY-REN-16)	IGBP1 IBP1	Homo sapiens (Human)	339
Impdh2	P12268	IMDH2_HUMAN	reviewed	Inosine-5'-monophosphate dehydrogenase 2 (IMP dehydrogenase 2) (IMPD 2) (IMPDH 2) (EC 1.1.1.205) (Inosine-5'-monophosphate dehydrogenase type II) (IMP dehydrogenase II) (IMPDH-II)	IMPDH2 IMPD2	Homo sapiens (Human)	514
Ipo9	Q96P70	IPO9_HUMAN	reviewed	Importin-9 (Imp9) (Ran-binding protein 9) (RanBP9)	IPO9 IMP9 KIAA1192 RANBP9 HSPC273	Homo sapiens (Human)	1041
Itgb1	P05556	ITB1_HUMAN	reviewed	Integrin beta-1 (Fibronectin receptor subunit beta) (Glycoprotein IIa) (GPIIA) (VLA-4 subunit beta) (CD antigen CD29)	ITGB1 FNRB MDF2 MSK12	Homo sapiens (Human)	798
Kiaa1107	Q9UPP5	K1107_HUMAN	reviewed	AP2-interacting clathrin-endocytosis protein (APache)	KIAA1107	Homo sapiens (Human)	1279
Ak1	P00568	KAD1_HUMAN	reviewed	Adenylate kinase isoenzyme 1 (AK 1) (EC 2.7.4.3) (EC 2.7.4.6) (ATP-AMP transphosphorylase 1) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase) (Myokinase)	AK1	Homo sapiens (Human)	194
Kcnab2	Q13303	KCAB2_HUMAN	reviewed	Voltage-gated potassium channel subunit beta-2 (EC 1.1.1.-) (K(+) channel subunit beta-2) (Kv-beta-2) (hKvbeta2)	KCNAB2 KCNA2B KCNK2	Homo sapiens (Human)	367
Katnb1	Q9BVA0	KTNB1_HUMAN	reviewed	Katanin p80 WD40 repeat-containing subunit B1 (Katanin p80 subunit B1) (p80 katanin)	KATNB1	Homo sapiens (Human)	655
Lactb	P83111	LACTB_HUMAN	reviewed	Serine beta-lactamase-like protein LACTB, mitochondrial (EC 3.4.-.-)	LACTB MRPL56 UNQ843/PRO1781	Homo sapiens (Human)	547
Lgi2	Q8N0V4	LGI2_HUMAN	reviewed	Leucine-rich repeat LGI family member 2 (LGI1-like protein 2) (Leucine-rich glioma-inactivated protein 2)	LGI2 KIAA1916 LGIL2	Homo sapiens (Human)	545
Ppfia2	O75334	LIPA2_HUMAN	reviewed	Liprin-alpha-2 (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein alpha-2) (PTPRF-interacting protein alpha-2)	PPFIA2	Homo sapiens (Human)	1257
Gaa	P10253	LYAG_HUMAN	reviewed	Lysosomal alpha-glucosidase (EC 3.2.1.20) (Acid maltase) (Aglucosidase alfa) [Cleaved into: 76 kDa lysosomal alpha-glucosidase; 70 kDa lysosomal alpha-glucosidase]	GAA	Homo sapiens (Human)	952
Lztfl1	Q9NQ48	LZTL1_HUMAN	reviewed	Leucine zipper transcription factor-like protein 1	LZTFL1	Homo sapiens (Human)	299
Gstz1	O43708	MAAI_HUMAN	reviewed	Maleylacetoacetate isomerase (MAAI) (EC 5.2.1.2) (GSTZ1-1) (Glutathione S-transferase zeta 1) (EC 2.5.1.18)	GSTZ1 MAAI	Homo sapiens (Human)	216
Magi1	Q6P9H4	CNKR3_HUMAN	reviewed	Connector enhancer of kinase suppressor of ras 3 (Connector enhancer of KSR 3) (CNK homolog protein 3) (CNK3) (CNKSR family member 3) (Maguin-like protein)	CNKSR3 MAGI1	Homo sapiens (Human)	555
Magi1	Q96QZ7	MAGI1_HUMAN	reviewed	Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1 (Atrophin-1-interacting protein 3) (AIP-3) (BAI1-associated protein 1) (BAP-1) (Membrane-associated guanylate kinase inverted 1) (MAGI-1) (Trinucleotide repeat-containing gene 19 protein) (WW domain-containing protein 3) (WWP3)	MAGI1 AIP3 BAIAP1 BAP1 TNRC19	Homo sapiens (Human)	1491
Mecp2	P51608	MECP2_HUMAN	reviewed	Methyl-CpG-binding protein 2 (MeCp-2 protein) (MeCp2)	MECP2	Homo sapiens (Human)	486
Mat2a	P31153	METK2_HUMAN	reviewed	S-adenosylmethionine synthase isoform type-2 (AdoMet synthase 2) (EC 2.5.1.6) (Methionine adenosyltransferase 2) (MAT 2) (Methionine adenosyltransferase II) (MAT-II)	MAT2A AMS2 MATA2	Homo sapiens (Human)	395
Mfn2	O95140	MFN2_HUMAN	reviewed	Mitofusin-2 (EC 3.6.5.-) (Transmembrane GTPase MFN2)	MFN2 CPRP1 KIAA0214	Homo sapiens (Human)	757
Chchd4	Q8N4Q1	MIA40_HUMAN	reviewed	Mitochondrial intermembrane space import and assembly protein 40 (Coiled-coil-helix-coiled-coil-helix domain-containing protein 4)	CHCHD4 MIA40	Homo sapiens (Human)	142
Mical3	Q7RTP6	MICA3_HUMAN	reviewed	[F-actin]-monooxygenase MICAL3 (EC 1.14.13.225) (Molecule interacting with CasL protein 3) (MICAL-3)	MICAL3 KIAA0819 KIAA1364	Homo sapiens (Human)	2002
Mlc1	P12829	MYL4_HUMAN	reviewed	Myosin light chain 4 (Myosin light chain 1, embryonic muscle/atrial isoform) (Myosin light chain alkali GT-1 isoform)	MYL4 MLC1 PRO1957	Homo sapiens (Human)	197
Mlc1	Q15049	MLC1_HUMAN	reviewed	Membrane protein MLC1	MLC1 KIAA0027 WKL1	Homo sapiens (Human)	377
Mogs	Q13724	MOGS_HUMAN	reviewed	Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Processing A-glucosidase I)	MOGS GCS1	Homo sapiens (Human)	837
Mpp2	Q08050	FOXM1_HUMAN	reviewed	Forkhead box protein M1 (Forkhead-related protein FKHL16) (Hepatocyte nuclear factor 3 forkhead homolog 11) (HFH-11) (HNF-3/fork-head homolog 11) (M-phase phosphoprotein 2) (MPM-2 reactive phosphoprotein 2) (Transcription factor Trident) (Winged-helix factor from INS-1 cells)	FOXM1 FKHL16 HFH11 MPP2 WIN	Homo sapiens (Human)	763
Map2	P11137	MTAP2_HUMAN	reviewed	Microtubule-associated protein 2 (MAP-2)	MAP2	Homo sapiens (Human)	1827
Myo5a	Q9Y4I1	MYO5A_HUMAN	reviewed	Unconventional myosin-Va (Dilute myosin heavy chain, non-muscle) (Myosin heavy chain 12) (Myosin-12) (Myoxin)	MYO5A MYH12	Homo sapiens (Human)	1855
Ncln	Q969V3	NCLN_HUMAN	reviewed	Nicalin (Nicastrin-like protein)	NCLN	Homo sapiens (Human)	563
Ndufb6	O95139	NDUB6_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 (Complex I-B17) (CI-B17) (NADH-ubiquinone oxidoreductase B17 subunit)	NDUFB6	Homo sapiens (Human)	128
Nfasc	O94856	NFASC_HUMAN	reviewed	Neurofascin	NFASC KIAA0756	Homo sapiens (Human)	1347
Nol3	O60936	NOL3_HUMAN	reviewed	Nucleolar protein 3 (Apoptosis repressor with CARD) (Muscle-enriched cytoplasmic protein) (Myp) (Nucleolar protein of 30 kDa) (Nop30)	NOL3 ARC NOP	Homo sapiens (Human)	208
Nap1l4	Q99733	NP1L4_HUMAN	reviewed	Nucleosome assembly protein 1-like 4 (Nucleosome assembly protein 2) (NAP-2)	NAP1L4 NAP2	Homo sapiens (Human)	375
Nt5dc3	Q86UY8	NT5D3_HUMAN	reviewed	5'-nucleotidase domain-containing protein 3 (EC 3.1.3.-) (GRP94-neighboring nucleotidase)	NT5DC3 GNN TU12B1-TY	Homo sapiens (Human)	548
Oscp1	Q8WVF1	OSCP1_HUMAN	reviewed	Protein OSCP1 (hOSCP1) (Organic solute transport protein 1) (Oxidored-nitro domain-containing protein 1)	OSCP1 C1orf102 NOR1	Homo sapiens (Human)	389
Oxr1	Q8N573	OXR1_HUMAN	reviewed	Oxidation resistance protein 1	OXR1 Nbla00307	Homo sapiens (Human)	874
Pi4k2a	Q9BTU6	P4K2A_HUMAN	reviewed	Phosphatidylinositol 4-kinase type 2-alpha (EC 2.7.1.67) (Phosphatidylinositol 4-kinase type II-alpha)	PI4K2A	Homo sapiens (Human)	479
Pacs1	Q6VY07	PACS1_HUMAN	reviewed	Phosphofurin acidic cluster sorting protein 1 (PACS-1)	PACS1 KIAA1175	Homo sapiens (Human)	963
Pak2	Q13177	PAK2_HUMAN	reviewed	Serine/threonine-protein kinase PAK 2 (EC 2.7.11.1) (Gamma-PAK) (PAK65) (S6/H4 kinase) (p21-activated kinase 2) (PAK-2) (p58) [Cleaved into: PAK-2p27 (p27); PAK-2p34 (p34) (C-t-PAK2)]	PAK2	Homo sapiens (Human)	524
Pccb	P05166	PCCB_HUMAN	reviewed	Propionyl-CoA carboxylase beta chain, mitochondrial (PCCase subunit beta) (EC 6.4.1.3) (Propanoyl-CoA:carbon dioxide ligase subunit beta)	PCCB	Homo sapiens (Human)	539
Pdk1	O15530	PDPK1_HUMAN	reviewed	3-phosphoinositide-dependent protein kinase 1 (hPDK1) (EC 2.7.11.1)	PDPK1 PDK1	Homo sapiens (Human)	556
Pdk1	Q15118	PDK1_HUMAN	reviewed	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 1) (PDH kinase 1)	PDK1 PDHK1	Homo sapiens (Human)	436
Pdk3	Q15120	PDK3_HUMAN	reviewed	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 3)	PDK3 PDHK3	Homo sapiens (Human)	406
Pea15	Q15121	PEA15_HUMAN	reviewed	Astrocytic phosphoprotein PEA-15 (15 kDa phosphoprotein enriched in astrocytes) (Phosphoprotein enriched in diabetes) (PED)	PEA15	Homo sapiens (Human)	130
Acan	P16112	PGCA_HUMAN	reviewed	Aggrecan core protein (Cartilage-specific proteoglycan core protein) (CSPCP) (Chondroitin sulfate proteoglycan core protein 1) (Chondroitin sulfate proteoglycan 1) [Cleaved into: Aggrecan core protein 2]	ACAN AGC1 CSPG1 MSK16	Homo sapiens (Human)	2530
Pitpna	Q00169	PIPNA_HUMAN	reviewed	Phosphatidylinositol transfer protein alpha isoform (PI-TP-alpha) (PtdIns transfer protein alpha) (PtdInsTP alpha)	PITPNA PITPN	Homo sapiens (Human)	270
Pld3	Q8IV08	PLD3_HUMAN	reviewed	5'-3' exonuclease PLD3 (EC 3.1.16.1) (Choline phosphatase 3) (HindIII K4L homolog) (Hu-K4) (Phosphatidylcholine-hydrolyzing phospholipase D3) (Phospholipase D3) (PLD 3)	PLD3	Homo sapiens (Human)	490
Plxnb1	O43157	PLXB1_HUMAN	reviewed	Plexin-B1 (Semaphorin receptor SEP)	PLXNB1 KIAA0407 PLXN5 SEP	Homo sapiens (Human)	2135
Pmm2	O15305	PMM2_HUMAN	reviewed	Phosphomannomutase 2 (PMM 2) (EC 5.4.2.8)	PMM2	Homo sapiens (Human)	246
Acp1	P24666	PPAC_HUMAN	reviewed	Low molecular weight phosphotyrosine protein phosphatase (LMW-PTP) (LMW-PTPase) (EC 3.1.3.48) (Adipocyte acid phosphatase) (Low molecular weight cytosolic acid phosphatase) (EC 3.1.3.2) (Red cell acid phosphatase 1)	ACP1	Homo sapiens (Human)	158
Ppp1r21	Q6ZMI0	PPR21_HUMAN	reviewed	Protein phosphatase 1 regulatory subunit 21 (Coiled-coil domain-containing protein 128) (KLRAQ motif-containing protein 1)	PPP1R21 CCDC128 KLRAQ1	Homo sapiens (Human)	780
Prosc	O94903	PLPHP_HUMAN	reviewed	Pyridoxal phosphate homeostasis protein (PLP homeostasis protein) (Proline synthase co-transcribed bacterial homolog protein) (Pyridoxal phosphate-binding protein)	PLPBP PROSC	Homo sapiens (Human)	275
Ptpn23	Q9H3S7	PTN23_HUMAN	reviewed	Tyrosine-protein phosphatase non-receptor type 23 (EC 3.1.3.48) (His domain-containing protein tyrosine phosphatase) (HD-PTP) (Protein tyrosine phosphatase TD14) (PTP-TD14)	PTPN23 KIAA1471	Homo sapiens (Human)	1636
Cad	O76075	DFFB_HUMAN	reviewed	DNA fragmentation factor subunit beta (EC 3.-.-.-) (Caspase-activated deoxyribonuclease) (CAD) (Caspase-activated DNase) (Caspase-activated nuclease) (CPAN) (DNA fragmentation factor 40 kDa subunit) (DFF-40)	DFFB CAD DFF2 DFF40	Homo sapiens (Human)	338
Cad	P27708	PYR1_HUMAN	reviewed	CAD protein [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)]	CAD	Homo sapiens (Human)	2225
Cad	Q05682	CALD1_HUMAN	reviewed	Caldesmon (CDM)	CALD1 CAD CDM	Homo sapiens (Human)	793
Rad50	Q92878	RAD50_HUMAN	reviewed	DNA repair protein RAD50 (hRAD50) (EC 3.6.-.-)	RAD50	Homo sapiens (Human)	1312
Rpl37	P61927	RL37_HUMAN	reviewed	60S ribosomal protein L37 (G1.16) (Large ribosomal subunit protein eL37)	RPL37	Homo sapiens (Human)	97
Mrpl45	Q9BRJ2	RM45_HUMAN	reviewed	39S ribosomal protein L45, mitochondrial (L45mt) (MRP-L45) (Mitochondrial large ribosomal subunit protein mL45)	MRPL45	Homo sapiens (Human)	306
Trove2	P10155	RO60_HUMAN	reviewed	60 kDa SS-A/Ro ribonucleoprotein (60 kDa Ro protein) (60 kDa ribonucleoprotein Ro) (Ro60) (RoRNP) (Ro 60 kDa autoantigen) (Ro60 autoantigen) (Sjoegren syndrome antigen A2) (Sjoegren syndrome type A antigen) (SS-A) (TROVE domain family member 2)	RO60 SSA2 TROVE2	Homo sapiens (Human)	538
Rps19	P39019	RS19_HUMAN	reviewed	40S ribosomal protein S19 (Small ribosomal subunit protein eS19)	RPS19	Homo sapiens (Human)	145
Ryden	Q9NUL5	SHFL_HUMAN	reviewed	Shiftless antiviral inhibitor of ribosomal frameshifting protein (SFL) (SHFL) (Interferon-regulated antiviral protein) (IRAV) (Repressor of yield of DENV protein) (RyDEN)	SHFL C19orf66 FLJ11286 IRAV RYDEN SFL	Homo sapiens (Human)	291
Slc25a46	Q96AG3	S2546_HUMAN	reviewed	Solute carrier family 25 member 46	SLC25A46 TB1	Homo sapiens (Human)	418
Slc38a3	Q99624	S38A3_HUMAN	reviewed	Sodium-coupled neutral amino acid transporter 3 (N-system amino acid transporter 1) (Na(+)-coupled neutral amino acid transporter 3) (Solute carrier family 38 member 3) (System N amino acid transporter 1)	SLC38A3 G17 NAT1 SN1 SNAT3	Homo sapiens (Human)	504
Ahcy	P23526	SAHH_HUMAN	reviewed	Adenosylhomocysteinase (AdoHcyase) (EC 3.3.1.1) (S-adenosyl-L-homocysteine hydrolase)	AHCY SAHH	Homo sapiens (Human)	432
Sdk1	Q7Z5N4	SDK1_HUMAN	reviewed	Protein sidekick-1	SDK1	Homo sapiens (Human)	2213
Selm	Q8WWX9	SELM_HUMAN	reviewed	Selenoprotein M (SelM)	SELENOM SELM	Homo sapiens (Human)	145
Setd7	Q8WTS6	SETD7_HUMAN	reviewed	Histone-lysine N-methyltransferase SETD7 (EC 2.1.1.364) (Histone H3-K4 methyltransferase SETD7) (H3-K4-HMTase SETD7) (Lysine N-methyltransferase 7) (SET domain-containing protein 7) (SET7/9)	SETD7 KIAA1717 KMT7 SET7 SET9	Homo sapiens (Human)	366
Sf3b3	Q15393	SF3B3_HUMAN	reviewed	Splicing factor 3B subunit 3 (Pre-mRNA-splicing factor SF3b 130 kDa subunit) (SF3b130) (STAF130) (Spliceosome-associated protein 130) (SAP 130)	SF3B3 KIAA0017 SAP130	Homo sapiens (Human)	1217
Shank1	Q9Y566	SHAN1_HUMAN	reviewed	SH3 and multiple ankyrin repeat domains protein 1 (Shank1) (Somatostatin receptor-interacting protein) (SSTR-interacting protein) (SSTRIP)	SHANK1	Homo sapiens (Human)	2161
Spcs3	P61009	SPCS3_HUMAN	reviewed	Signal peptidase complex subunit 3 (EC 3.4.-.-) (Microsomal signal peptidase 22/23 kDa subunit) (SPC22/23) (SPase 22/23 kDa subunit)	SPCS3 SPC22 UNQ1841/PRO3567	Homo sapiens (Human)	180
Sptbn1	Q01082	SPTB2_HUMAN	reviewed	Spectrin beta chain, non-erythrocytic 1 (Beta-II spectrin) (Fodrin beta chain) (Spectrin, non-erythroid beta chain 1)	SPTBN1 SPTB2	Homo sapiens (Human)	2364
Sorbs2	O94875	SRBS2_HUMAN	reviewed	Sorbin and SH3 domain-containing protein 2 (Arg-binding protein 2) (ArgBP2) (Arg/Abl-interacting protein 2) (Sorbin)	SORBS2 ARGBP2 KIAA0777	Homo sapiens (Human)	1100
Srp54	P61011	SRP54_HUMAN	reviewed	Signal recognition particle 54 kDa protein (SRP54) (EC 3.6.5.-)	SRP54	Homo sapiens (Human)	504
Srprb	Q9Y5M8	SRPRB_HUMAN	reviewed	Signal recognition particle receptor subunit beta (SR-beta) (Protein APMCF1)	SRPRB PSEC0230	Homo sapiens (Human)	271
Srsf4	Q08170	SRSF4_HUMAN	reviewed	Serine/arginine-rich splicing factor 4 (Pre-mRNA-splicing factor SRP75) (SRP001LB) (Splicing factor, arginine/serine-rich 4)	SRSF4 SFRS4 SRP75	Homo sapiens (Human)	494
Stam	Q92783	STAM1_HUMAN	reviewed	Signal transducing adapter molecule 1 (STAM-1)	STAM STAM1	Homo sapiens (Human)	540
Stt3a	P46977	STT3A_HUMAN	reviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A (Oligosaccharyl transferase subunit STT3A) (STT3-A) (EC 2.4.99.18) (B5) (Integral membrane protein 1) (Transmembrane protein TMC)	STT3A ITM1 TMC	Homo sapiens (Human)	705
Suclg2	Q96I99	SUCB2_HUMAN	reviewed	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial (EC 6.2.1.4) (GTP-specific succinyl-CoA synthetase subunit beta) (G-SCS) (GTPSCS) (Succinyl-CoA synthetase beta-G chain) (SCS-betaG)	SUCLG2	Homo sapiens (Human)	432
Synrg	Q9UMZ2	SYNRG_HUMAN	reviewed	Synergin gamma (AP1 subunit gamma-binding protein 1) (Gamma-synergin)	SYNRG AP1GBP1 SYNG	Homo sapiens (Human)	1314
Wars	P23381	SYWC_HUMAN	reviewed	Tryptophan--tRNA ligase, cytoplasmic (EC 6.1.1.2) (Interferon-induced protein 53) (IFP53) (Tryptophanyl-tRNA synthetase) (TrpRS) (hWRS) [Cleaved into: T1-TrpRS; T2-TrpRS]	WARS1 IFI53 WARS WRS	Homo sapiens (Human)	471
Traf3ip3	Q9Y228	T3JAM_HUMAN	reviewed	TRAF3-interacting JNK-activating modulator (TRAF3-interacting protein 3)	TRAF3IP3 T3JAM	Homo sapiens (Human)	551
Tbc1d24	Q9ULP9	TBC24_HUMAN	reviewed	TBC1 domain family member 24	TBC1D24 KIAA1171	Homo sapiens (Human)	559
Ptges3	Q15185	TEBP_HUMAN	reviewed	Prostaglandin E synthase 3 (EC 5.3.99.3) (Cytosolic prostaglandin E2 synthase) (cPGES) (Hsp90 co-chaperone) (Progesterone receptor complex p23) (Telomerase-binding protein p23)	PTGES3 P23 TEBP	Homo sapiens (Human)	160
